SK_ID_CURR,TARGET
100001,0.42785814000928674
100005,0.7192707984718675
100013,0.24550199679108942
100028,0.4339642409520355
100038,0.5691543676324009
100042,0.32344306559155545
100057,0.27472324612678845
100065,0.6555639317255514
100066,0.1782427925403307
100067,0.578578929793907
100074,0.40687111385386227
100090,0.5781631752677147
100091,0.5820497177618716
100092,0.5636732127922753
100106,0.6198352147178332
100107,0.6324850489279396
100109,0.41755039960575097
100117,0.23446506414109927
100128,0.496139448826022
100141,0.25420954529452444
100150,0.28822173444251586
100168,0.12443076742047203
100169,0.44969482169068115
100170,0.5357836544060371
100171,0.3342264649673126
100172,0.5351965468954103
100184,0.5095325458499286
100187,0.36736250318293645
100212,0.3631507915910693
100222,0.4547465595310515
100223,0.19362188470776384
100232,0.2133953463219841
100241,0.6874892634957702
100245,0.312835471671747
100253,0.25925339129586933
100256,0.7147661112921894
100271,0.11839009481913627
100278,0.6780879375051911
100280,0.2456211770915554
100306,0.7157146533708901
100311,0.7628986976016042
100312,0.2903622330718352
100330,0.4141497176980738
100331,0.26969609726335386
100352,0.557525296137497
100358,0.6068666185112143
100367,0.34796072239781706
100382,0.7531396935927247
100384,0.36847217088913464
100385,0.6613134759077863
100386,0.32294117835135283
100399,0.3472873514780752
100404,0.528597986567787
100416,0.1404837250250797
100422,0.4958551984708979
100426,0.446692417746619
100438,0.3052047877170353
100444,0.6816250184590734
100445,0.6032273490859761
100446,0.5456884171783111
100447,0.1860594537871827
100450,0.3620095532401924
100466,0.4011758249893528
100483,0.3070496685284789
100484,0.25284005759752337
100494,0.45991320680916803
100510,0.6539133413765389
100512,0.257926548254311
100517,0.2888266268991175
100548,0.3353054354522123
100551,0.3745825304302536
100552,0.6169356731258785
100553,0.2533214038534503
100561,0.833102473074815
100568,0.9069397467377158
100569,0.27725106543833905
100591,0.3743268735235881
100592,0.19036828732346722
100602,0.42150646299387073
100607,0.37864224023992227
100613,0.44382509543721194
100617,0.6078655330867232
100618,0.49069816782987424
100622,0.7736294712351522
100625,0.46059546564699566
100677,0.5934261281958645
100699,0.4044838545019582
100702,0.9198256758719948
100711,0.6690415275738602
100729,0.7246303083307368
100740,0.5932208210500144
100744,0.5695632779211147
100745,0.49466176337538387
100747,0.6061487856360698
100751,0.7825579308423578
100752,0.3896199266149728
100753,0.7366991275096995
100754,0.7640802108121298
100760,0.44312736563049937
100762,0.5520439963560315
100763,0.321484734953685
100765,0.2698255813914
100770,0.6170032069687513
100772,0.36561543162260235
100777,0.4126118380522425
100791,0.22590962829708403
100792,0.17786270925204056
100797,0.2901217169428282
100823,0.40344735584501656
100826,0.4057619799799406
100830,0.25214949773048073
100836,0.8083725179457053
100872,0.26893515925658684
100910,0.4129836148110048
100913,0.6378306239773116
100918,0.45340292601670845
100931,0.3328777422112069
100952,0.5049724498399238
100953,0.3231565276685332
100965,0.6464971742251518
100970,0.2821750795000965
100982,0.5719541217169392
100983,0.481397579997391
100984,0.5116338678517188
100987,0.4244422367499798
100997,0.3395913274988429
100998,0.5541912838562352
101002,0.6257053858574575
101005,0.8182149145092035
101008,0.6080328351812121
101020,0.42077136931801185
101021,0.3820966688483382
101024,0.46369456066985004
101025,0.6714761427081561
101026,0.31745908916006094
101031,0.30510911381879263
101041,0.3001714828710246
101051,0.22826894840087872
101055,0.4492708878225141
101056,0.795505289385049
101057,0.41889518016797456
101064,0.27882529251012617
101079,0.5638246727836259
101087,0.49042585818277434
101090,0.2035112678485238
101092,0.5284219991484422
101097,0.47289048213659324
101099,0.18277869684223094
101107,0.3103188248318313
101118,0.35997248519472574
101125,0.5471301191545654
101126,0.2710068478047246
101128,0.27724292750285057
101136,0.5978910612543615
101140,0.7271123304420671
101149,0.5503539120612444
101160,0.42307495436836007
101169,0.6399784666947214
101181,0.3109029710471671
101186,0.16304242643356084
101190,0.4869405229648797
101193,0.6020372397146146
101194,0.5532229450807784
101198,0.7270397508682567
101200,0.48180563624517536
101204,0.24077714261845057
101211,0.3826264780012324
101213,0.4249326194407965
101223,0.4216556979332626
101225,0.3854758620754004
101237,0.40864532805284454
101243,0.4250862441175902
101244,0.6271205970996918
101258,0.2636487793933675
101259,0.6845310961424135
101268,0.657282962639757
101269,0.1449825006085978
101271,0.6861006667810752
101279,0.3740605330073181
101281,0.5219408593631237
101287,0.38601089351074996
101292,0.24495627581503618
101294,0.44743360404903754
101296,0.39466248617982197
101297,0.24477916050195503
101299,0.6204145697910519
101301,0.3211136983660513
101305,0.41008752648932034
101308,0.3961043302025495
101318,0.2080482334943328
101327,0.8537242375825578
101329,0.40070248794351787
101332,0.29800878454826535
101337,0.3329643288819619
101343,0.32628960674870416
101345,0.25433612545174783
101346,0.16532394589799668
101353,0.19615751700216327
101354,0.5558106083464986
101355,0.8366926001088069
101356,0.2692418555779227
101362,0.6141386103610771
101363,0.8240816252062352
101365,0.3483102595789813
101366,0.4078746308765244
101367,0.7034092489543847
101368,0.23647694056290222
101374,0.6861031485230219
101380,0.14612903071433628
101383,0.256241484620139
101398,0.3073057729510465
101399,0.7675782473976096
101401,0.6406101758906698
101412,0.49307154421234367
101426,0.31016512879335323
